store_id,name,address,lat,lng
7b74cc06,봉봉스테이션 동탄솔밭나루점,경기도 화성시 동탄솔빛로 52,37.1933964789838,127.073617007324
8723e31e,봉봉스테이션 증산점,"경상남도 양산시 물금읍 야리로 110",35.3113393734041,129.007468984495
821ba950,봉봉스테이션 연산점,부산광역시 연제구 고분로13번길 25,35.1871122906128,129.084471930317
18c3d4e2,봉봉스테이션 화명점,부산광역시 북구 화명신도시로 129,35.2355988478575,129.01065988449
aaa34bf1,봉봉스테이션 익산영등점,전북특별자치도 익산시 하나로11길 31-1,35.9591029909869,126.977962696161
a72ddcb3,봉봉스테이션 연산점,부산광역시 연제구 고분로13번길 25,35.1871122906128,129.084471930317
3aa24e67,봉봉스테이션 전주객사점,전북특별자치도 전주시 완산구 전주객사5길 27,35.8194340300394,127.14517011147
cc42e680,봉봉스테이션 대구대곡점,대구광역시 달서구 도원로 24,35.80758305147,128.535458785148
bbdfe7eb,봉봉스테이션솔빛나루점,경기도 화성시 동탄솔빛로 52,37.1933964789838,127.073617007324
2fdfd74b,봉봉스테이션 양산점,경상남도 양산시 양산역1길 18,35.3364861339077,129.027624380382
4f4d27ef,봉봉스테이션 사직점,"부산광역시 동래구 사직북로 4",35.1962862014855,129.061323501738
85c109ea,봉봉스테이션 하양점,경상북도 경산시 하양읍 하양로 57,35.9106447268325,128.815225641121
8d2581bf,잇템오락실,서울특별시 서대문구 연세로 10,37.5563682631518,126.937090459468
cc4d5030,뽑아핑,서울특별시 종로구 돈화문로 45,37.5723695539486,126.991391445419
e8be0bee,뽑아핑 약수점,서울특별시 중구 동호로 196,37.5556464697381,127.010372365931
f7857f4a,뽑아핑 이태원점,서울특별시 용산구 이태원로20길 7,37.5339918704672,126.992191013073
8f141755,뽑아핑 한양대점,서울특별시 성동구 마조로 17,37.5595557237992,127.040469845279
da99134b,뽑아핑 외대점,서울특별시 동대문구 휘경로 5,37.596364601087,127.06079002854
085c1f7d,뽑아핑 파주야당점,경기도 파주시 야당동 1054,37.7104428736302,126.759834770417
8885b4fa,뽑아핑 서귀포점,제주특별자치도 서귀포시 서귀동 296-8,33.2500518228076,126.560988901305
2a273261,피규어인형뽑기,서울특별시 중랑구 봉우재로33길 41,37.5944067588229,127.087820271803
4a0f53b1,뽑기왕 원마운트점,경기도 고양시 일산서구 한류월드로 300,37.6645540981816,126.754526582068
996a4d78,캑티 가챠샵 종각점,서울특별시 종로구 종로12길 9,37.5696321635786,126.985908263935
f5b97a5f,스미스인형뽑기,인천광역시 남동구 문화로 85,37.4467835062374,126.698994332002
d7e140fb,못된강아지인형뽑기,인천광역시 부평구 마장로 437,37.5172783669767,126.704057797579
bb37b62f,달콤뽑기,서울특별시 강서구 가로공원로76길 107,37.5325954434816,126.839366916241
6084c1bb,맨하탄뽑기,경기도 남양주시 다산중앙로123번길 7-34,37.6233166666324,127.1525313011
ba772722,김포뽑기,경기도 김포시 김포한강9로75번길 22,37.6438699318104,126.624022012465
77249f44,뽑기데이트 동탄역점,경기도 화성시 동탄역로 102,37.1958618114532,127.098154314807
bb6541dd,지지코믹마켓,경기도 의정부시 호국로1298번길 56,37.7410386262732,127.048249938195
88ab717a,주안가챠샵,인천광역시 미추홀구 주안로 86,37.4638502206899,126.67922171474
f50de3e5,갓챠겟챠 송리단길점,서울특별시 송파구 백제고분로45길 17,37.5096812164966,127.1095301146
4e01e018,갓챠겟챠 성남복정점,경기도 성남시 수정구 복정로 66,37.458768699859,127.126887472457
ead3e021,오 뽑기 율량점,충청북도 청주시 청원구 1순환로 140,36.6644889751845,127.497105088666
61f44557,뽑기치트,경상남도 양산시 양주4길 15-1,35.3402630975915,129.030018401426
1d43ca99,대박뽑기 2호점,경상북도 김천시 혁신1로 81,36.1161130739147,128.179336466755
e91f1e7d,뽑기flex,전북특별자치도 완주군 이서면 기지로 50,35.8380665783504,127.057504643104
6e8f68ad,뽑기야놀자 구미비산점,경상북도 구미시 비산로5길 15,36.1209091310817,128.379881848959
8fd003d7,오 뽑기 용암점,충청북도 청주시 상당구 월평로184번길 150,36.6096385468352,127.504493009116
